ItemType,Data,Name,Desc
None,BwASAQARAQ8zZAAeHgADAGQAAAAZAAAA,"""疾風牙""","""攻擊戰技：直線（指定地點）・25％無法戰鬥\n伴隨著銳利的氣勢衝入戰場，25％機率造成「無法戰鬥」狀態。"""
None,BwASAQANKCk0AQAeFAABAOf/AwDn/wMA,"""霸王吼""","""輔助戰技：全體・STR/DEF-25％\n發起神狼的震耳咆哮，使全部敵人膽怯。"""
None,BwASAAALAQAyBwAeHgAEAGQAAAAAAAAA,"""疾風""","""攻擊戰技：大圓（指定地點）\n伴隨著風刃發動電光石火般的斬擊，將敵方集團瞬間擊潰。"""
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
None,BwASAQABAQszAQAeIwABAHgAAAAyAAMA,"""大雪斬""","""攻擊戰技：單體・50％混亂\n將寂靜的鬥氣環繞於劍身，隨後斬落，50％機率造成「混亂」狀態。"""
None,BwASAAAMAQ80ZAAeIwADAGQAAAAyAAAA,"""洸破斬""","""攻擊戰技：直線（指定地點）・50％無法戰鬥\n利用神速拔刀術釋放銳利衝擊波，50％機率造成「無法戰鬥」狀態。"""
None,BwDCAAAEKCw1AAAePAAAADIAAwAyAAMA,"""輕功""","""輔助戰技：自身・STR/SPD+50％\n集中精神，達至無我境地，在一定回合內提升STR與SPD。"""
None,BwASAAARAV82ZAAeKAADAGQAAABkAAAA,"""裏疾風""",""""""
None,BwASAAACAQoyBQAeHgADAGQAAAAZAAUA,"""Ｓ榴彈""","""攻擊戰技：中圓・25％睡眠\n用榴彈槍發射強力的催眠瓦斯彈。"""
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
None,BwASAAABAREzBQAeHgABAG4AAAAKAAAA,"""強襲連射""","""攻擊戰技：單體・延遲\n以幾乎要將子彈射盡的多發連射延遲行動順序。"""
None,BwASAAACAS40BQAeHgADAGQAAAD+/wMA,"""電磁網""","""攻擊戰技：中圓・MOV-2\n發射用以捕獲凶惡犯罪者的高壓電網。"""
None,BwASAAACASg1AgAjIwACAGQAAADO/wMA,"""怒濤粉碎""","""攻擊戰技：小圓・STR-50%\n換用斧槍發動攻擊，將敵人的裝甲破壞。"""
None,BwASAAALAQY2ZAAjLQADAGQAAAAZAAMA,"""智能導彈""","""攻擊戰技：中圓（指定地點）・25％炎傷\n使用遠射程導彈發射器轟擊，將戰場夷為荒原。"""
None,BwASAAACAQoyBQAeIwAFAGQAAABLAAUA,"""Ｓ榴彈Ⅱ""","""攻擊戰技：大圓・75％睡眠\n發射更加強力的催眠瓦斯彈，使大範圍內的敵人陷入睡眠。"""
None,BwASAAABAREzBQAeKAABAG4AAAAZAAAA,"""強襲連射Ⅱ""","""攻擊戰技：單體・延遲\n發動提升連射速度的連續攻擊，大幅度延遲敵方的行動順序。"""
None,BwASAAACAS40BQAeIwAEAGQAAAD7/wMA,"""電磁網Ⅱ""","""攻擊戰技：中圓・MOV-5\n用改良型的超高壓電網壓制敵方集團。"""
None,BwASAAALASkyBQAeFAADAGQAAADn/wMA,"""散彈槍""","""攻擊戰技：中圓（指定地點）・DEF-25％\n凭借強力散彈槍擊破敵方裝甲。"""
Repeat,,,
Repeat,,,
None,BwCCAQABQh0zAQAeHgABAB4AAAAoAAAA,"""愛之鐵拳""","""回復戰技：單體・HP30％回復・CP+40\n以嚴厲又洋溢愛情的鐵拳激勵夥伴。"""
None,BwASAAACARE0AgAjHgACAGQAAAAFAAAA,"""勝利衝鋒""","""攻擊戰技：小圓・延遲\n用經過嚴酷鍛煉的肉體發起強烈衝撞，延遲敵人的行動順序。"""
None,BwASAAABAQ81CAAeKAABAHgAAABkAAAA,"""審判子彈""","""攻擊戰技：單體・100％無法戰鬥\n發射在城市內禁止使用的超威力麥格農彈。"""
None,BwCCAQAOKCw2AAAeFAAHABkAAwAZAAMA,"""號令""","""輔助戰技：大圓・STR/SPD+25％\n發出激起鬥志的號令，提升範圍內夥伴的STR和SPD。"""
None,BwASAAALASkyBQAeGQADAHgAAADO/wMA,"""散彈槍Ⅱ""","""攻擊戰技：中圓（指定地點）・DEF-50％\n使用威力增強的散彈槍發動攻擊，在遠距離轟碎敵人的裝甲。"""
None,BwASAAACARE0AgAjIwADAGQAAAASAAAA,"""勝利衝鋒Ⅱ""","""攻擊戰技：中圓・延遲\n將更多敵人卷入其中的衝撞攻擊，可大幅度延遲敵人的行動順序。"""
Repeat,,,
None,BwASAAABAQ81CAAeKAABAHgAAABkAAAA,"""審判子彈Ⅱ""","""攻擊戰技：單體・100％無法戰鬥\n射出增強的超強力麥格農彈，作出正義制裁。"""
None,BwASAAABAQ0yAgAeFAABAGQAAAAZAAMA,"""爆裂旋踢""","""攻擊戰技：單體・25％昏厥\n發揮了體重優勢的猛力飛踢，可以使敵人大幅度後退。"""
Repeat,,,
None,BwASAAADAQ0zZAAeHgABAGQAAAAZAAMA,"""猛撲突擊""","""攻擊戰技：直線・25％昏厥\n憑借巨大身軀發動纏繞著鬥氣的突進攻擊。"""
None,BwASAAAPAQ00AAAjKAADAGQAAAAyAAMA,"""大迴轉旋風腳""","""攻擊戰技：中圓・50％昏厥\n高速回旋，踢擊對手的內臟，危險的軍用格鬥技。"""
None,BwDCAQAEKCw1AQAUHgABADIAAwAyAAMA,"""絕倫攻""","""輔助戰技：自身・STR/SPD+50％\n使自己暫時喪失理性的獵兵戰技，在一定回合內提升STR和SPD。"""
None,CAASAQAEAQcBZAAjZAABAIwAAABkAAUA,"""猛虎衝鋒""","""攻擊Ｓ戰技：單體・100％封技\n用怒濤般的連續攻擊壓倒敵人，如猛虎般的突擊技。"""
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
None,CAASAQAFAQACZAAjZAAEAIwAAAAAAAAA,"""旭日東昇""","""攻擊Ｓ戰技：中圓\n將擊到上空的敵人卷入到連打的漩渦之中，如飛昇之龍般的絕技。"""
None,CAASAQAFAQADZAAjZAAHALkAAAAAAAAA,"""殞星粉碎""","""攻擊Ｓ戰技：大圓\n將自身化作巨大的鬥氣團，由上空發動突擊的終極奧義。"""
None,CAASAQAEAQcBZAAjZAABAKAAAABkAAUA,"""猛虎衝鋒Ⅱ""","""攻擊Ｓ戰技：單體・100％封技\n發動經過磨練的怒濤般連續攻擊，可將一切敵人壓倒。"""
None,CAASAQAFAQACZAAjZAAEAKAAAAAAAAAA,"""旭日東昇Ⅱ""","""攻擊Ｓ戰技：中圓\n威力進一步增強的絕技，將敵人擊至半空，並追加暴風雨般的連打。"""
None,CADiAQAFUgABZAAjZAAIADIAZAAAAAAA,"""極光之雨""","""回復Ｓ戰技：大圓・復活・解除「所有異常狀態」・HP回復50％\n降下治癒之雨回復範圍內夥伴的HP，CP最大時則完全回復。"""
None,CAASAQAFAwACZAAjZAAEAJsAAAAAAAAA,"""大氣加農""","""攻擊Ｓ戰技：中圓・魔法攻擊\n將大氣中滿溢的能源收集壓縮後釋放出高密度光彈。"""
None,CAASAQAFAwADZAAjZAAHAPoAAAAAAAAA,"""神聖十字波""","""攻擊Ｓ戰技：大圓・魔法攻擊\n用秘藏的黑白色導力槍發動的華麗奧義。"""
None,CADiAQANUikBZAAjZABkADIAZAAZAAMA,"""極光之雨Ⅱ""","""回復Ｓ戰技：全體・復活・解除「所有異常狀態」・HP回復50％\n降下治癒之雨滋潤我方全員，且使DEF+25％，CP最大時HP完全回復。"""
None,CAASAQAFAwACZAAjZAAFAMMAAAAAAAAA,"""大氣加農Ⅱ""","""攻擊Ｓ戰技：大圓・魔法攻擊\n射出壓縮了更高能源的光彈，發動優雅華麗的魔法彈攻擊。"""
None,CAASAQADAwABZAAjZAAEAJYAAAAAAAAA,"""乙太爆裂射""","""攻擊Ｓ戰技：直線（貫穿）・魔法攻擊\n將魔導杖變形之後射出強力無比的雷射光線。"""
None,CADCAQANPAACZAAjZABkAAEAAgAAAAAA,"""虛無領域""","""輔助Ｓ戰技：全體・完全防禦\n展開絕對障壁，完全防禦１次（CP最大時為２次）。"""
None,CAASAQADAwADZAAjZAARAAQBAAAAAAAA,"""星靈裝甲""","""攻擊Ｓ戰技：直線（貫穿）・魔法攻擊\n駕駛由財團和中央工房共同開發的機體，發動大範圍壓制攻擊。"""
None,CAASAQADAwABZAAjZAAGAMgAAAAAAAAA,"""乙太爆裂射Ⅱ""","""攻擊Ｓ戰技：直線（貫穿）・魔法攻擊\n射出達到魔導杖輸出極限的雷射光線，將戰場一掃而空。"""
None,CAASAQAFAQYBAAAjZAAEAIIAAAAyAAMA,"""赤炎颶風""","""攻擊Ｓ戰技：中圓・50％炎傷\n纏繞著鬥氣之炎，施展全力的橫掃攻擊。"""
Repeat,,,
None,CAASAQAFAQACAAAjZAAFAJYAAAAAAAAA,"""死亡天蠍""","""攻擊Ｓ戰技：大圓\n沸騰著鬥神之血，將敵人無情殲滅，殘暴的衝刺攻擊。"""
None,CAASAQAFAQADAAAjZAAGAL4AAAAAAAAA,"""狂戰士""","""攻擊Ｓ戰技：大圓\n死亡天蠍的原型，使用大型步槍馳騁於戰場的赤色奧義。"""
None,CAASAQAFAQYBAAAjZAAEAKAAAABkAAMA,"""赤炎颶風Ⅱ""","""攻擊Ｓ戰技：中圓・100％炎傷\n破壞力有所增強的橫掃攻擊，鬥氣之炎可將一切敵人燒盡。"""
None,CAASAQAFAQACAAAjZAAFAKUAAAAAAAAA,"""死亡天蠍Ⅱ""","""攻擊Ｓ戰技：大圓\n威力更進一步的終極突進攻擊，燃燒鬥神之血，殲滅戰場上一切敵人。"""
None,CAASAQAEAQABZAAjZAABAIwAAAAAAAAA,"""致命天堂""","""攻擊Ｓ戰技：單體\n以追擊之勢發動高速多段踢擊。"""
None,CAASAQAFAwACZAAjZAAFADYBAAAAAAAA,"""虛空手臂""","""攻擊Ｓ戰技：大圓・魔法攻擊\n解放聖痕之力，揮動虛無之爪奪取敵人的性命。"""
None,CAASAQAEAQABZAAjZAABAKoAAAAAAAAA,"""致命天堂Ⅱ""","""攻擊Ｓ戰技：單體\n更加銳利的超高速攻擊，威力極高的多段連踢。"""
Repeat,,,
None,CAASAQANAQABZAAjZABkAIwAAAAAAAAA,"""幻月之舞""","""攻擊Ｓ戰技：全體\n以月之幻惑及鉤爪擄獲獵物，再凭借大劍一擊將之葬送的暗殺術。"""
Repeat,,,
None,CAASAQANAQABZAAjZABkAKoAAAAAAAAA,"""真・幻月之舞""","""攻擊Ｓ戰技：全體\n修煉至極限的暗殺術，利用月之幻惑與鉤爪將獵物瞬間葬送。"""
Repeat,,,
Repeat,,,
None,CAASAQAFAQABZAAjZAAIAJYAAAAAAAAA,"""風神烈破""","""攻擊Ｓ戰技：大圓\n環繞著如風神一般的劍氣，發動壓倒性的超高速拔刀術。"""
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
None,CAASAQANAQABZAAjZABkAPoAAAAAAAAA,"""終之太刀-黑皇-""",""" """
None,CAASAQAFAQABZAAjZAADAIIAAAAAAAAA,"""爆擊風暴""","""攻擊Ｓ戰技：中圓\n接連以重兵器發動攻擊，使敵人置身毫無間斷的密集砲火之中。"""
Repeat,,,
Repeat,,,
Repeat,,,
None,CAASAQADAQACZAAjZAAMAK8AAAAAAAAA,"""武裝軍勢""","""攻擊Ｓ戰技：直線（貫穿）\n呼叫新型裝甲車前來發動援護射擊，憑借壓倒性火力將戰場燒盡。"""
None,CAASAQAFAQABZAAjZAAEAJsAAAAAAAAA,"""爆擊風暴Ⅱ""","""攻擊Ｓ戰技：中圓\n火力有所增強的集中炮擊，利用手中的所有槍炮將敵方集團擊潰。"""
Repeat,,,
None,CAASAQAFAQABZAAjZAACAIwAAAAAAAAA,"""正義之拳""","""攻擊Ｓ戰技：小圓\n引爆已達極限的對「惡」之怒火，發動正義鐵拳制裁。"""
Repeat,,,
None,CAASAQAFAQACZAAjZAAFAMgAAAAAAAAA,"""正義制裁""","""攻擊Ｓ戰技：大圓\n痛擊蔓延於世的邪惡，使出渾身的力量發動終極連續鐵拳制裁。"""
None,CAASAQAFAQABZAAjZAADAKAAAAAAAAAA,"""正義之拳Ⅱ""","""攻擊Ｓ戰技：中圓\n對邪惡燃起更加強烈的憤怒，發起壓倒性的正義鐵拳制裁。"""
Repeat,,,
None,CAASAQAEAQ0BZAAjZAABAL4AAABkAAAA,"""殺戮驅馳""","""攻擊Ｓ戰技：單體・100％昏厥\n曾經屠戮過眾多敵兵的軍用格鬥術奧義。"""
Repeat,,,
None,BACCAQANKB0KZADIAABkABkAAwAeAAAA,"""激勵之心""","""支援戰技：輔助・全體・STR+25％・CP+30\n以熱情的聲援將夥伴的靈魂激勵點燃，提升STR和CP。"""
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
None,BAASAAAFAQcLZADIAAADAGQAAABLAAUA,"""壓制衝撞""","""支援戰技：攻擊・中圓・75％封技\n衝入敵陣之中，用旋棍將敵人快速痛擊。"""
None,BACCAQAFQikKZADIAAAEAEYAAAAZAAMA,"""聖祭子彈""","""支援戰技：回復・中圓・HP回復70％・DEF+25％\n射出可以回復體力，並且增強耐久力的特殊子彈。"""
Repeat,,,
None,BAASAAAFASgLZADIAAADAGQAAADn/wMA,"""連射翻踢""","""支援戰技：攻擊・中圓・STR-25％\n憑借快速的連射與踢擊發動連續攻擊，將敵人戲耍。"""
None,BACCAQAFNDkKZADIAAADAAoABQBkAAEA,"""Ｃ・導力防護""","""支援戰技：輔助・中圓・一定回合內回復HP・物理完全防禦\n同時展開導力障壁及提昇自我治癒力的領域。"""
Repeat,,,
None,BAASAAAMAwULZADIAAADAGQAAABkAAMA,"""百萬級零度炮""","""支援戰技：魔法攻擊・直線・100％凍結\n以雷射形式放射提升了威力的絕對零度魔法彈。"""
None,BAASAAAFAQYKZADIAAADAGQAAABkAAMA,"""炎燒裂斬""","""支援戰技：攻擊・中圓・100％炎傷\n將高熱的衝擊斧槍猛烈擊向敵陣的奇襲攻擊。"""
Repeat,,,
None,BAASAAAFAQ0LZADIAAAGAGQAAABkAAMA,"""炎龍""","""支援戰技：攻擊・大圓・100％昏厥\n使用突擊步槍發動大範圍援護射擊。"""
None,BACCAQAFLDYKZADIAAADADIAAwAAAAAA,"""抽鬼牌""","""支援戰技：輔助・中圓・SPD+50％・加速\n投擲神秘卡片，破壞司掌時間法則的結界。"""
Repeat,,,
None,BAASAAAFLBELZADIAAADAM7/AwAUAAAA,"""虛幻延遲""","""支援戰技：妨礙・中圓・SPD-50％・延遲\n抓住對手一瞬間的破綻，用旋風腿發起攻擊，使其行動順序大幅延遲。"""
None,BAASAAAFAQ8KZADIAAADAGQAAAAyAAAA,"""鬼針""","""支援戰技：攻擊・中圓・50％無法戰鬥\n向敵人投擲無數淬有致命性劇毒的苦無。"""
Repeat,,,
None,BACCAQAFLB0KZADIAAADABkAAwAeAAAA,"""月舞""","""支援戰技：輔助・中圓・SPD+25％・CP+30\n散播「銀」的家族世代相傳的香粉，提升SPD並增加CP。"""
None,BAASAQANAREKZAAeAABkAGQAAAAUAAAA,"""空牙""","""支援戰技：攻擊・全體・延遲\n如疾風一般衝入敵陣，戲耍、蹂躪敵人的奇襲攻擊。"""
Repeat,,,
None,BAASAQANKRELZAAeAABkAOf/AwAUAAAA,"""長嚎""","""支援戰技：妨礙・全體・延遲・DEF-25％\n發出神狼的嚎叫，令敵人嚴重膽怯。"""
None,BAASAAAFASwKZADIAAADAGQAAADO/wMA,"""電磁網β""","""支援戰技：攻擊・中圓・SPD-50％\n發射特殊的電磁網，大幅延遲敵方行動。"""
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
None,BACCAQAFQkMLZADIAAAEADwAAAAeAAAA,"""能量飛彈""","""支援戰技：回復・中圓・HP回復60％、EP回復30％\n投射特殊彈藥，同時回復體力與導力能源。"""
None,BACCAQANKCwKZADIAABkADIABQAyAAUA,"""大轟令""","""支援戰技：輔助・全體・STR/SPD+50％\n施發威嚴無比的號令，大幅提昇我方士氣。"""
Repeat,,,
None,BAASAAAFASkLZADIAAADAGQAAADn/wUA,"""精準射擊""","""支援戰技：攻擊・中圓・DEF-25％\n精確射擊敵人的要害，破壞敵人的裝甲。"""
None,BAASAQAFAQAZBgAeZAAGAMgAAAAAAAAA,"""星辰爆擊""","""組合戰技（#176I#177I）：大圓・攻擊\n在射出雷電子彈的同時發起衝鋒，電光火石般的突擊技。"""
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
None,BAASAQAFAQAaCAAeZAAEAMgAAAAAAAAA,"""Ω強襲""","""組合戰技（#176I#178I）：中圓・攻擊\n用結界封鎖敵人的行動，並發起突擊將對方打倒。"""
None,BAASAQAFAQAbBAAeZAADAMgAAAAAAAAA,"""燎原之怒""","""組合戰技（#176I#179I）：中圓・攻擊\n將敵人夾擊在其中，雙方一同發起毫不間斷的連續攻擊。"""
None,BAASAQAFAwUZBgAeZAAGAAQBAAAyAAMA,"""酷寒煉獄""","""組合戰技（#177I#178I）：大圓・魔法攻擊・50％凍結\n以導力場生成的特殊子彈釋放出絕對零度的光線。"""
None,BAASAQAFAQAaBgAeZAAFAMgAAAAAAAAA,"""暴動星雨""","""組合戰技（#177I#179I）：大圓・攻擊\n用槍擊封鎖敵人，再以斧槍的一擊將其葬送，如流星般的組合戰技。"""
None,BAASAQAFAQAbBAAeZAAGAAQBAAAAAAAA,"""旋鉤風暴""","""組合戰技（#178I#179I）：大圓・攻擊\n利用時間差增強殺傷力並引發爆炸，無法迴避的奇襲殺法。"""
None,BAASAQAFAQAcBAAeZAAGANIAAAAAAAAA,"""勇猛之心""","""組合戰技（#176I#184I）：大圓・攻擊\n發動飽含鬥氣的聯合攻擊，最後再施以怒濤般的夾擊。"""
None,BAASAQAFAQAdBAAeZAAGANIAAAAAAAAA,"""襲空天堂""","""組合戰技（#176I#180I）：大圓・攻擊\n將敵人擊向空中，再施以高速連擊的組合戰技。"""
None,BAASAQAFAQAeBgAeZAAGAPUAAAAAAAAA,"""南十字星""","""組合戰技（#177I#184I）：大圓・攻擊\n昂然立於戰場，以壓倒性的火力將四周的一切敵人消滅。"""
None,BAASAQAFAwAfCAAeZAAHAAQBAAAAAAAA,"""虛空之星""","""組合戰技（#177I#180I）：大圓・魔法攻擊\n生成巨大的魔法球，在敵陣上空炸裂。"""
None,BAASAQAFAQAgBgAeZAAGAA4BAAAAAAAA,"""爆炸重炮""","""組合戰技（#178I#184I）：大圓・攻擊\n一口氣釋放存儲在魔導杖中的全部能源，發動大火力炮擊。"""
None,BAASAQAFAwAhCAAeZAAFACcBAAAAAAAA,"""Σ昇華""","""組合戰技（#178I#180I）：大圓・魔法攻擊\n射出光彈，形成魔法陣，令敵人始料不及的奇襲戰法。"""
None,BAASAQAFAQAiBQAeZAAFAPoAAAAAAAAA,"""殺陣轟鳴""","""組合戰技（#179I#184I）：大圓・攻擊\n發動環繞著火焰，令大地為之顫動的組合攻擊，使敵陣燃燒殆盡。"""
None,BAASAQAFAQAjBgAeZAAGABMBAAAAAAAA,"""最終反擊""","""組合戰技（#179I#180I）：大圓・攻擊\n散發著強烈的殺氣衝入戰場，超高速的組合殺法。"""
None,BAASAQAFAQAkBgAeZAAEAP8AAAAAAAAA,"""蒼藍衝破""","""組合戰技（#180I#184I）：中圓・攻擊\n用蒼之結界封鎖敵人行動，隨後同時射擊，將敵人粉碎的美麗組合技。"""
None,BAASAQAFAQAlBgAeZAAFACIBAAAAAAAA,"""比翼雙龍擊""","""組合戰技（#176I#187I）：大圓・攻擊\n將氣息調和一致，同時向一點發起突破的組合突擊技。"""
None,BAASAQAFAQAmBgAeZAAEACIBAAAAAAAA,"""鋼鐵雄心""","""組合戰技（#176I#185I）：中圓・攻擊\n同時打出飽含鋼鐵般決心的一擊，可將大地轟裂的組合技。"""
None,BAASAQAFAQAZBwAZZAAHAPAAAAAAAAAA,"""星辰爆擊Ⅱ""","""組合戰技（#176I#177I）：大圓・攻擊\n射出增強了貫穿力的雷電子彈，同時進行突擊，對敵人造成強烈衝擊。"""
Repeat,,,
Repeat,,,
Repeat,,,
None,BAASAQAFAQAaCgAZZAAFAAQBAAAAAAAA,"""Ω強襲Ⅱ""","""組合戰技（#176I#178I）：大圓・攻擊\n張開更加強力的結界，將封入其中的敵人粉碎至灰飛煙滅。"""
None,BAASAQAFAQAbBgAZZAAEAPAAAAAAAAAA,"""燎原之怒Ⅱ""","""組合戰技（#176I#179I）：中圓・攻擊\n雙方一同發起怒濤般的連擊，將被夾擊的敵人徹底擊倒。"""
None,BAASAQAFAQAcBwAZZAAGAEoBAAAAAAAA,"""勇猛之心Ⅱ""","""組合戰技（#176I#184I）：大圓・攻擊\n散發著爆發性的鬥氣衝入敵陣，用無窮無盡的夾擊將敵人殲滅。"""
Repeat,,,
Repeat,,,
Repeat,,,
None,BAASAQAFAQAdBwAZZAAGAEoBAAAAAAAA,"""襲空天堂Ⅱ""","""組合戰技（#176I#180I）：大圓・攻擊\n將敵人擊向空中，再以極具威脅的高速連擊將其徹底粉碎。"""
None,BAASAQAFAQAnBwAZZAAGAEoBAAAAAAAA,"""真・比翼雙龍擊""","""組合戰技（#176I#187I）：大圓・攻擊\n憑借氣息更加協調一致的組合突擊技將敵方集團粉碎。"""
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
None,BAASAQAFAQAoBwAZZAAFAE8BAAAAAAAA,"""鋼鐵雄心Ⅱ""","""組合戰技（#176I#185I）：大圓・攻擊\n同時打出提升至極限的一擊，將敵人的身心徹底貫穿。"""
None,BAASAQAFAQAZCAAUZAAHAFkBAAAAAAAA,"""星辰爆擊Ⅲ""","""組合戰技（#176I#177I）：大圓・攻擊\n射出具有驚人貫穿力的雷電子彈，同時發動突擊，將一切徹底粉碎。"""
Repeat,,,
Repeat,,,
Repeat,,,
None,BAASAQAFAQAaDAAUZAAGAHwBAAAAAAAA,"""Ω強襲Ⅲ""","""組合戰技（#176I#178I）：大圓・攻擊\n將敵人封入強力無比的結界，並將其粉碎為塵埃。"""
None,BAASAQAFAQAbBwAUZAAFAFQBAAAAAAAA,"""燎原之怒Ⅲ""","""組合戰技（#176I#179I）：大圓・攻擊\n展開兩面夾擊，雙方同時發動毀滅性的連續攻擊，將敵人徹底消滅。"""
