ItemType,Data,Name,Desc
None,BACCAQAFNDlkAAMAAAAAAAAADwAKAAUAZAABAA==,"""Ｃ・導力防護""","""支援戰技：輔助・中圓・一定回合內回復HP・物理完全防禦\n同時展開導力障壁及提昇自我治癒力的防壁。"""
Repeat,,,
Repeat,,,
None,BAASAAAFAQZkAAMAAAAAAAAADwCWAAAAZAADAA==,"""炎燒裂斬""","""支援戰技：攻擊・中圓・100％炎傷\n將高熱的衝擊斧槍猛烈擊向敵陣的奇襲攻擊。"""
Repeat,,,
Repeat,,,
None,BACCAQAFLDZkAAMAAAAAAAAADwAyAAMAAAAAAA==,"""抽鬼牌""","""支援戰技：輔助・中圓・SPD+50％・加速\n投擲神秘卡片，破壞司掌時間法則的結界。"""
Repeat,,,
Repeat,,,
None,BAASAAAFAQ9kAAMAAAAAAAAADwB4AAAAMgAAAA==,"""鬼針""","""支援戰技：攻擊・中圓・50％無法戰鬥\n向敵人投擲無數淬有致命性劇毒的苦無。"""
Repeat,,,
Repeat,,,
None,BACCAQANKR1kAGQAAAAAAAAADwAZAAMAHgAAAA==,"""希望聲援""","""支援戰技：輔助・全體・DEF+25％・CP+30\n以洪亮聲援鼓舞夥伴，提昇DEF與CP。"""
Repeat,,,
Repeat,,,
None,BAASAAANARFkAGQAAAAAAAAADwBuAAAAGQAAAA==,"""空牙絕影""","""支援戰技：攻擊・全體・延遲\n對密集的敵方發動疾風斬擊，延遲行動順序。"""
Repeat,,,
Repeat,,,
None,BAASAAAFASxkAAMAAAAAAAAADwB4AAAAzv8DAA==,"""電磁網β""","""支援戰技：攻擊・中圓・SPD-50％\n發射特殊的電磁網，大幅延遲敵方行動。"""
Repeat,,,
Repeat,,,
None,BACCAQANKCxkAGQAAAAAAAAADwAyAAUAMgAFAA==,"""大轟令""","""支援戰技：輔助・全體・STR/SPD+50％\n施發威嚴無比的號令，大幅提昇我方士氣。"""
Repeat,,,
Repeat,,,
None,BAASAQAFAQAGAAYAAAAeAGQABQBeAQAAAAAAAA==,"""星辰爆擊""","""組合戰技（羅伊德・艾莉）：大圓・攻擊\n射出雷光子彈，並同時發動電光石火的衝刺突擊招式。"""
Repeat,,,
Repeat,,,
None,BAASAQAFAQAHAAQAAAAeAGQABgDCAQAAAAAAAA==,"""Ω強襲""","""組合戰技（羅伊德・緹歐）：中圓・攻擊\n凭借結界封印敵方行動後再發動突擊將之擊倒。"""
None,BAASAQAFAQAEAAMAAAAeAGQABwAmAgAAAAAAAA==,"""燎原之怒""","""組合戰技（羅伊德・蘭迪）：中圓・攻擊\n雙方聯手夾擊敵人並同時發動刻不容緩的連擊。"""
None,BAASAQAFAwVkAAYAAAAeAGQABQBeAQAAMgADAA==,"""酷寒煉獄""","""組合戰技（緹歐・艾莉）：大圓・攻擊・凍結50％\n凭借導力力場所生成的特殊子彈施放絕對零度的光線。"""
None,BAASAQAFAQAGAAUAAAAeAGQABgCQAQAAAAAAAA==,"""暴動星雨""","""組合戰技（艾莉・蘭迪）：大圓・攻擊\n凭借槍擊阻礙敵方行動，再以斧槍一擊葬送，如流星般迅速的聯手招式。"""
None,BAASAQAFAQAEAAYAAAAeAGQABwCQAQAAAAAAAA==,"""旋鉤風暴""","""組合戰技（蘭迪・緹歐）：大圓・攻擊\n凭借時間差增幅傷害並將之引爆，無法迴避的奇襲殺法。"""
None,BAASAQAFAQAHAAcAAAAeAGQABQBYAgAAAAAAAA==,"""太極無雙擊""","""組合戰技（艾絲蒂爾・約書亞）：大圓・攻擊\n棍術與劍術必須完全同步才能施展出的聯手奧義。"""
None,BAASAQAFAQAIAAcAAAAeAGQABQD0AQAAAAAAAA==,"""星辰爆擊Ⅱ""","""組合戰技（羅伊德・艾莉）：大圓・攻擊\n射出貫穿力增強的雷光子彈，並同時發動突擊造成強烈的衝擊傷害。"""
Repeat,,,
Repeat,,,
Repeat,,,
None,BAASAQAFAQAJAAUAAAAeAGQABgBYAgAAAAAAAA==,"""Ω強襲Ⅱ""","""組合戰技（羅伊德・緹歐）：大圓・攻擊\n凭借更加強力的結界進行封印，使敵方灰飛煙滅。"""
None,BAASAQAFAQAGAAQAAAAeAGQABwC8AgAAAAAAAA==,"""燎原之怒Ⅱ""","""組合戰技（羅伊德・蘭迪）：中圓・攻擊\n雙方聯手夾擊，並同時發動刻不容緩的連擊將之徹底擊潰。"""
StrStart,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
Repeat,,,
